director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings,movie_site
Marc Lawrence,Michael Kelly,Kim Shaw,Kevin Brown,Comedy Drama Romance,did you hear about the morgans?,5.4,https://www.imdb.com/title/tt1314228/
Shawn Levy,Josh Gad,Jessica Szohr,Rob Riggle,Comedy,the internship,,https://www.imdb.com/title/tt2234155/
Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Shawn Roberts,Action Adventure Horror Sci-Fi,resident evil: afterlife,6,https://www.imdb.com/title/tt0432021/
Anthony Hemingway,David Oyelowo,Nate Parker,Tristan Mack Wilds,Action Adventure Drama History War,red tails,6.3,https://www.imdb.com/title/tt0485985/
Taylor Hackford,Keanu Reeves,Al Pacino,Charlize Theron,Drama Mystery Thriller,the devil's advocate,7.4,https://www.imdb.com/title/tt0118971/
Sean Anders,Adam Sandler,Leighton Meester,Will Forte,Comedy,that's my boy,5.7,https://www.imdb.com/title/tt1232200/
Rob Cohen,Dennis Quaid,Brian Thompson,Terry O'Neill,Action Adventure Fantasy,dragonheart,6.8,https://www.imdb.com/title/tt0116136/
Brett Ratner,Salma Hayek,Don Cheadle,Chris Penn,Action Comedy Crime Drama,after the sunset,6.2,https://www.imdb.com/title/tt0367479/
Mark Neveldine,Nicolas Cage,Spencer Wilding,Christopher Lambert,Action Fantasy Thriller,ghost rider: spirit of vengeance,4.9,https://www.imdb.com/title/tt1071875/
John Madden,Christian Bale,Irene Papas,Mihalis Giannatos,Drama Music Romance War,captain corelli's mandolin,5.8,https://www.imdb.com/title/tt0238112/
Adam Shankman,Vin Diesel,Brad Garrett,Tate Donovan,Action Comedy Drama Family Thriller,the pacifier,6,https://www.imdb.com/title/tt0395699/
Kevin Bray,Dwayne Johnson,Ashley Scott,Michael Bowen,Action Crime,walking tall,6.2,https://www.imdb.com/title/tt0351977/
Robert Zemeckis,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,Comedy Drama,forrest gump,8.5,https://www.imdb.com/title/tt0109830/
Tim Hill,Jesse McCartney,Beth Riesgraf,Matthew Gray Gubler,Animation Comedy Family Fantasy Music,alvin and the chipmunks,6.1,https://www.imdb.com/title/tt0952640/
Jay Roach,Robert De Niro,Blythe Danner,Teri Polo,Comedy,meet the parents,6.6,https://www.imdb.com/title/tt0212338/
Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,Adventure Animation Drama Family History Musical Romance,pocahontas,7,https://www.imdb.com/title/tt0114148/
Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,Action Adventure Drama Romance Sci-Fi,superman,7.3,https://www.imdb.com/title/tt0078346/
Tom Shadyac,Jada Pinkett Smith,James Coburn,Dave Chappelle,Comedy Romance Sci-Fi,the nutty professor,5.6,https://www.imdb.com/title/tt0117218/
Andy Tennant,Will Smith,Michael Rapaport,Kevin Sussman,Comedy Romance,hitch,6.5,https://www.imdb.com/title/tt0386588/
Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,Action Adventure Comedy Family Romance,george of the jungle,5.5,https://www.imdb.com/title/tt0119190/
Jesse Dylan,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,Comedy Romance,american wedding,6.1,https://www.imdb.com/title/tt0328828/
Paul Greengrass,Tom Hanks,Chris Mulkey,Michael Chernus,Biography Drama Thriller,captain phillips,7.6,https://www.imdb.com/title/tt1535109/
Shawn Levy,Mila Kunis,James Franco,Steve Carell,Comedy Crime Romance Thriller,date night,6,https://www.imdb.com/title/tt1279935/
Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,Comedy Family Fantasy,casper,6.3,https://www.imdb.com/title/tt0112642/
Antoine Fuqua,Denzel Washington,Chloýýýýýýýý Grace Moretz,James Wilcox,Action Crime Thriller,the equalizer,7.2,https://www.imdb.com/title/tt0455944/
Wayne Wang,Bob Hoskins,Frances Conroy,Natasha Richardson,Comedy Drama Romance,maid in manhattan,6,https://www.imdb.com/title/tt0252076/
Tony Scott,Denzel Washington,Viggo Mortensen,Ricky Schroder,Action Drama Thriller War,crimson tide,7.2,https://www.imdb.com/title/tt0112740/
Gabriele Muccino,Will Smith,Kurt Fuller,James Karen,Biography Drama,the pursuit of happyness,7.9,https://www.imdb.com/title/tt0454921/
Robert Schwentke,Erika Christensen,Michael Irby,Haley Ramm,Drama Mystery Thriller,flightplan,6.4,https://www.imdb.com/title/tt0408790/
Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia,Drama Thriller,disclosure,8.3,https://www.imdb.com/title/tt0109635/
Brad Silberling,Nicolas Cage,Andre Braugher,Colm Feore,Drama Fantasy Romance,city of angels,6.7,https://www.imdb.com/title/tt0120632/
Quentin Tarantino,David Carradine,Vivica A. Fox,Chiaki Kuriyama,Action,kill bill: vol. 1,8,https://www.imdb.com/title/tt0266697/
Frank Oz,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,Comedy,bowfinger,6.1,https://www.imdb.com/title/tt0131325/
Quentin Tarantino,Vivica A. Fox,Michael Parks,Michael Bowen,Action Crime Drama Thriller,kill bill: vol. 2,7.9,https://www.imdb.com/title/tt0378194/
Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,Action Comedy Crime Thriller,tango & cash,6.4,https://www.imdb.com/title/tt0098439/
Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini,Comedy Fantasy Horror,death becomes her,6.7,https://www.imdb.com/title/tt0104070/
Tom Dey,Xander Berkeley,Jason Connery,Kate Luyben,Action Adventure Comedy Western,shanghai noon,6.3,https://www.imdb.com/title/tt0184894/
Stuart Baird,Oliver Platt,Joe Morton,J.T. Walsh,Action Adventure Thriller,executive decision,6.2,https://www.imdb.com/title/tt0116253/
Mark Waters,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,Comedy Family Fantasy,mr. popper's penguins,5.9,https://www.imdb.com/title/tt1396218/
Rob Minkoff,Jet Li,Thomas McDonell,Michael Angarano,Action Adventure Fantasy,the forbidden kingdom,6.5,https://www.imdb.com/title/tt0865556/
Jimmy Hayward,Amy Poehler,Carlos Ponce,Dan Fogler,Adventure Animation Comedy Family,free birds,5.9,https://www.imdb.com/title/tt1621039/
David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann,Action Horror Sci-Fi,alien 3,7,https://www.imdb.com/title/tt0103644/
Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,Biography Drama History Musical,evita,6.3,https://www.imdb.com/title/tt0116250/
John Frankenheimer,Robert De Niro,Natascha McElhone,Michael Lonsdale,Action Adventure Crime Thriller,ronin,7,https://www.imdb.com/title/tt0122690/
Stephen Hopkins,Tom Wilkinson,Bernard Hill,Om Puri,Adventure Drama Horror Thriller,the ghost and the darkness,6.6,https://www.imdb.com/title/tt0116409/
Paul King,Julie Walters,Matt Lucas,Sally Hawkins,Animation Comedy Family Fantasy,paddington,7.5,https://www.imdb.com/title/tt1109624/
Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action Comedy Sci-Fi,the watch,5.5,https://www.imdb.com/title/tt8080292/
William Friedkin,Connie Nielsen,Jenna Boyd,Rex Linn,Action Crime Drama Thriller,the hunted,6.1,https://www.imdb.com/title/tt0269347/
Jon Turteltaub,Anthony Hopkins,Maura Tierney,John Ashton,Drama Thriller,instinct,6.8,https://www.imdb.com/title/tt4124758/
Bobby Farrelly,Matt Damon,Terence Bernie Hines,Seymour Cassel,Comedy,stuck on you,5.3,https://www.imdb.com/title/tt0338466/
Kent Alterman,Will Ferrell,Maura Tierney,Matt Walsh,Comedy Sport,semi-pro,5.6,https://www.imdb.com/title/tt0839980/
Peter Lord,Salma Hayek,Russell Tovey,Brian Blessed,Adventure Animation Comedy Family,the pirates! band of misfits,6.4,https://www.imdb.com/title/tt1430626/
Clint Eastwood,Angelina Jolie Pitt,Michael Kelly,Colm Feore,Crime Drama Mystery Thriller,changeling,7.6,https://www.imdb.com/title/tt0824747/
Andrew Davis,Keanu Reeves,Morgan Freeman,Kevin Dunn,Action Drama Sci-Fi Thriller,chain reaction,5.6,https://www.imdb.com/title/tt0115857/
Tony Scott,Robert De Niro,Kurt Fuller,Ellen Barkin,Action Drama Sport Thriller,the fan,5.9,https://www.imdb.com/title/tt0116277/
Joel Schumacher,Gerard Butler,Minnie Driver,Miranda Richardson,Drama Musical Romance Thriller,the phantom of the opera,7.3,https://www.imdb.com/title/tt0293508/
Shekhar Kapur,Eddie Redmayne,Abbie Cornish,Jordi Mollýýýýýýýý,Biography Drama History War,elizabeth: the golden age,6.7,https://www.imdb.com/title/tt0414055/
Karyn Kusama,Charlize Theron,Sophie Okonedo,Paterson Joseph,Action Sci-Fi,ýýýýýýýýon flux,5.6,https://www.imdb.com/title/tt0402022/
Ron Maxwell,Billy Campbell,Bruce Boxleitner,John Castle,Drama History War,gods and generals,6.1,https://www.imdb.com/title/tt0279111/
Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,Action Thriller,turbulence,5.3,https://www.imdb.com/title/tt0120390/
Karey Kirkpatrick,Stephen Root,Ronny Cox,Richard Schiff,Comedy Drama Family Fantasy,imagine that,5.9,https://www.imdb.com/title/tt0780567/
James Bobin,Ty Burrell,Tina Fey,Hugh Bonneville,Adventure Comedy Crime Family Musical,muppets most wanted,6.3,https://www.imdb.com/title/tt2281587/
Jonathan Frakes,Sophia Myles,Philip Winchester,Brady Corbet,Action Adventure Comedy Family Sci-Fi,thunderbirds,4.9,https://www.imdb.com/title/tt3138604/
Steve Antin,Eric Dane,Peter Gallagher,David Walton,Drama Music Musical Romance,burlesque,7.2,https://www.imdb.com/title/tt1126591/
Jean-Pierre Jeunet,Denis Lavant,Andrýýýýýýýý Dussollier,Albert Dupontel,Drama Mystery Romance War,a very long engagement,5.9,https://www.imdb.com/title/tt0344510/
Stanley Kubrick,James Mason,Shelley Winters,Lois Maxwell,Crime Drama Romance,lolita,7,https://www.imdb.com/title/tt0119558/
Jim Gillespie,Sylvester Stallone,Tom Berenger,Charles S. Dutton,Crime Horror Mystery Thriller,eye see you,5.6,https://www.imdb.com/title/tt0160184/
Guillermo del Toro,Norman Reedus,Thomas Kretschmann,Tony Curran,Action Horror Sci-Fi Thriller,blade ii,6.4,https://www.imdb.com/title/tt0187738/
Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis,Drama Romance,seven pounds,7.6,https://www.imdb.com/title/tt0814314/
Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda,Action Thriller,bullet to the head,5.4,https://www.imdb.com/title/tt1308729/
Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda,Crime Drama,the godfather: part iii,7.4,https://www.imdb.com/title/tt0099674/
Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,Comedy Drama Romance,elizabethtown,6.1,https://www.imdb.com/title/tt0368709/
Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,Comedy Romance,"you, me and dupree",5.6,https://www.imdb.com/title/tt0463034/
Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,Action Adventure Romance Sci-Fi,superman ii,6.7,https://www.imdb.com/title/tt0081573/
Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,Comedy Crime Romance,gigli,3.9,https://www.imdb.com/title/tt0299930/
Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,Drama Thriller,all the king's men,5.9,https://www.imdb.com/title/tt0405676/
John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,Action Crime Thriller,shaft,6.6,https://www.imdb.com/title/tt4463894/
Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,Adventure Animation Drama Family Fantasy Musical Mystery Romance,anastasia,7.6,https://www.imdb.com/title/tt0118617/
Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,Drama Musical Romance,moulin rouge!,7.6,https://www.imdb.com/title/tt0203009/
Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,Crime Mystery Thriller,domestic disturbance,5.6,https://www.imdb.com/title/tt0249478/
Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,Biography Crime Drama,black mass,6.4,https://www.imdb.com/title/tt1355683/
Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,Drama History War,flags of our fathers,6.8,https://www.imdb.com/title/tt0418689/
F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,Crime Drama Thriller,law abiding citizen,7.3,https://www.imdb.com/title/tt1197624/
Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoýýýýýýýý Bell,Action Horror Thriller,grindhouse,7,https://www.imdb.com/title/tt0462322/
Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,Drama History Horror,beloved,7.1,https://www.imdb.com/title/tt0120603/
Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,Drama Romance Sport,lucky you,5.5,https://www.imdb.com/title/tt0338216/
Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,Biography Crime Drama,catch me if you can,7.9,https://www.imdb.com/title/tt0264464/
Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,Drama History Thriller,zero dark thirty,6.9,https://www.imdb.com/title/tt1790885/
Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,Comedy Drama Romance,the break-up,5.8,https://www.imdb.com/title/tt0452594/
Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,Comedy Family Musical Romance,mamma mia!,6.9,https://www.imdb.com/title/tt0795421/
Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,Comedy Romance,valentine's day,5.9,https://www.imdb.com/title/tt0817230/
Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,Action Adventure Comedy,the dukes of hazzard,5.5,https://www.imdb.com/title/tt0078607/
Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,Drama War,the thin red line,7.4,https://www.imdb.com/title/tt0120863/
David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,Comedy Fantasy,the change-up,6,https://www.imdb.com/title/tt1488555/
Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,Biography Comedy Drama,man on the moon,7.2,https://www.imdb.com/title/tt0125664/
Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,Biography Crime Drama,casino,7.5,https://www.imdb.com/title/tt0112641/
Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,Action Thriller,from paris with love,6.2,https://www.imdb.com/title/tt1179034/
Paul Hunter,Jaime King,Mako,Victoria Smurfit,Action Comedy Fantasy,bulletproof monk,5.4,https://www.imdb.com/title/tt0245803/
Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,Comedy,"me, myself & irene",6.5,https://www.imdb.com/title/tt0183505/
Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,Animation Comedy Family,barnyard,5.6,https://www.imdb.com/title/tt0414853/
John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,Comedy Family,deck the halls,5.3,https://www.imdb.com/title/tt0790604/
Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: new moon,6,https://www.imdb.com/title/tt1259571/
Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,Adventure Animation Comedy Family Fantasy,shrek,7.6,https://www.imdb.com/title/tt0126029/
George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,Romance Sci-Fi Thriller,the adjustment bureau,6.7,https://www.imdb.com/title/tt1385826/
Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,Action Adventure Drama Romance,robin hood: prince of thieves,6.8,https://www.imdb.com/title/tt0102798/
Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,Comedy Drama Romance Sport,jerry maguire,6.9,https://www.imdb.com/title/tt0116695/
Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,Comedy Fantasy,ted,6.2,https://www.imdb.com/title/tt1637725/
James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,Comedy Drama Romance,as good as it gets,7.4,https://www.imdb.com/title/tt0119822/
Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,Biography Comedy Drama Romance,patch adams,7.3,https://www.imdb.com/title/tt0129290/
Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,Comedy,anchorman 2: the legend continues,6.1,https://www.imdb.com/title/tt1229340/
Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,Comedy Romance,mr. deeds,5.8,https://www.imdb.com/title/tt0280590/
J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,Mystery Sci-Fi Thriller,super 8,6.7,https://www.imdb.com/title/tt1650062/
Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,Biography Drama,erin brockovich,7.4,https://www.imdb.com/title/tt0195685/
Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,Comedy Romance,how to lose a guy in 10 days,6.7,https://www.imdb.com/title/tt0251127/
Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,Action Comedy Crime,22 jump street,6.9,https://www.imdb.com/title/tt2294449/
Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,Drama Fantasy Horror,interview with the vampire: the vampire chronicles,7.4,https://www.imdb.com/title/tt0110148/
Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson,Comedy Romance,yes man,6.6,https://www.imdb.com/title/tt1068680/
Rawson Marshall Thurber,Dwayne Johnson,Thomas Kretschmann,Megan Park,Action Comedy Crime,central intelligence,6.4,https://www.imdb.com/title/tt1489889/
Chris Columbus,Julia Roberts,Liam Aiken,Herbert Russell,Comedy Drama,stepmom,7.1,https://www.imdb.com/title/tt0120686/
Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young,Comedy Family,daddy's home,6.2,https://www.imdb.com/title/tt1528854/
Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick,Adventure Comedy Drama Fantasy Musical,into the woods,5.8,https://www.imdb.com/title/tt2180411/
Spike Lee,Denzel Washington,James Ransone,Peter Gerety,Crime Drama Mystery Thriller,inside man,6.7,https://www.imdb.com/title/tt0454848/
Brian Helgeland,Bill Duke,Deborah Kara Unger,William Devane,Action Crime Drama Thriller,payback,6.8,https://www.imdb.com/title/tt10933680/
Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,Action Adventure Mystery Sci-Fi,congo,5.4,https://www.imdb.com/title/tt0112715/
Cameron Crowe,Scarlett Johansson,Matt Damon,Stephanie Szostak,Comedy Drama Family,we bought a zoo,6.7,https://www.imdb.com/title/tt1389137/
Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,Drama Mystery Sci-Fi Thriller,knowing,6.1,https://www.imdb.com/title/tt0448011/
Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,Comedy Romance,failure to launch,5.8,https://www.imdb.com/title/tt0427229/
Hideo Nakata,Naomi Watts,Gary Cole,Sissy Spacek,Horror Mystery,the ring two,5.7,https://www.imdb.com/title/tt0377109/
Glenn Ficarra,Ryan Gosling,Emma Stone,Steve Carell,Comedy Drama Romance,"crazy, stupid, love.",7.2,https://www.imdb.com/title/tt1570728/
Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks,Animation Comedy Family Fantasy,garfield,5.6,https://www.imdb.com/title/tt0356634/
Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,Comedy Family,christmas with the kranks,5.8,https://www.imdb.com/title/tt0388419/
Bennett Miller,Philip Seymour Hoffman,Robin Wright,Brad Pitt,Biography Drama Sport,moneyball,7.2,https://www.imdb.com/title/tt1210166/
Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,Action Drama Thriller,outbreak,4.1,https://www.imdb.com/title/tt0114069/
Jaume Collet-Serra,Liam Neeson,Nate Parker,Scoot McNairy,Action Mystery Thriller,non-stop,6.8,https://www.imdb.com/title/tt2024469/
Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,Action Adventure Family Fantasy Sci-Fi Thriller,race to witch mountain,5.7,https://www.imdb.com/title/tt1075417/
James McTeigue,Natalie Portman,Eddie Marsan,Rupert Graves,Action Drama Thriller,v for vendetta,7.9,https://www.imdb.com/title/tt0434409/
David Dobkin,Fann Wong,Anna-Louise Plowman,Georgina Chapman,Action Adventure Comedy,shanghai knights,6.1,https://www.imdb.com/title/tt0300471/
Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,Adventure Animation Comedy Family,curious george,7.7,https://www.imdb.com/title/tt0449545/
Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines,Adventure Comedy Family Fantasy Romance Sport,herbie fully loaded,5.6,https://www.imdb.com/title/tt0400497/
Gary Fleder,Oliver Platt,Jennifer Esposito,Conrad Goode,Crime Drama Mystery Thriller,don't say a word,6.1,https://www.imdb.com/title/tt0260866/
Tommy Wirkola,Jeremy Renner,Derek Mears,Ingrid Bolsýýýýýýýý Berdal,Action Fantasy Horror,hansel & gretel: witch hunters,6,https://www.imdb.com/title/tt1428538/
Adrian Lyne,Olivier Martinez,Erik Per Sullivan,Chad Lowe,Drama Thriller,unfaithful,6.6,https://www.imdb.com/title/tt0250797/
